sku,_store,_attribute_set,_type,_category,_product_websites,color,cost,country_of_manufacture,created_at,custom_design,custom_design_from,custom_design_to,custom_layout_update,description,enable_googlecheckout,gallery,gift_message_available,has_options,image,image_label,is_imported,manufacturer,media_gallery,meta_description,meta_keyword,meta_title,minimal_price,msrp,msrp_display_actual_price_type,msrp_enabled,name,news_from_date,news_to_date,options_container,page_layout,price,required_options,short_description,small_image,small_image_label,special_from_date,special_price,special_to_date,status,tax_class_id,thumbnail,thumbnail_label,updated_at,url_key,url_path,visibility,weight,qty,min_qty,use_config_min_qty,is_qty_decimal,backorders,use_config_backorders,min_sale_qty,use_config_min_sale_qty,max_sale_qty,use_config_max_sale_qty,is_in_stock,notify_stock_qty,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,stock_status_changed_auto,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,_links_related_sku,_links_related_position,_links_crosssell_sku,_links_crosssell_position,_links_upsell_sku,_links_upsell_position,_associated_sku,_associated_default_qty,_associated_position,_tier_price_website,_tier_price_customer_group,_tier_price_qty,_tier_price_price,_media_attribute_id,_media_image,_media_lable,_media_position,_media_is_disabled
W2228-148-100,,Default,bundle,"Materials in Spanish",base,,,,"2011-07-25 20:41:22",,,,,"<em>Tratado del evangelio: “La palabra de la cruz” (Paquete de 100</em>&#8212;Se basa en 1 Corintios 1:18. Incluye información para ordenar un ejemplar gratuito del Nuevo Testamento Versión Recobro y libros del ministerio de BfA. 6 x 4 pulgadas.",0,,,1,/c/r/crossofchrist_eng03_1.jpg,,No,,,,,,,,,No,"Spanish Tract “The Word of the Cross” (Pack of 100)",,,"Block after Info Column",,,1,"<em>Tratado del evangelio: “La palabra de la cruz” (Paquete de 100)</em>&#8212;Se basa en 1 Corintios 1:18. Incluye información para ordenar un ejemplar gratuito del Nuevo Testamento Versión Recobro y libros del ministerio de BfA. 6 x 4 pulgadas.",/c/r/crossofchrist_eng03_1.jpg,,,,,1,0,/c/r/crossofchrist_eng03_1.jpg,,"2012-02-24 00:24:25",tract-the-word-of-the-cross-pack-of-100-spanish,tract-the-word-of-the-cross-pack-of-100-spanish.html,4,0.3400,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,,,,,,,,,,,,,,77,/p/a/palabracruces_01_1.jpg,,2,0
,,,,"Brochures and Tracts",tracts_bfa_org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,/p/a/palabracruces_02_1.jpg,,3,0
,,,,"All items",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,/c/r/crossofchrist_eng03_1.jpg,,1,1
,,,,Tracts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2228-130,,Default,simple,,base,,,,"2011-11-24 03:30:17",,,,,"Offer for the free New Testament Recovery Version and books with information for ordering via our website. Printed in English on one side, Spanish on the other side. 3.5 x 2 inches.",1,,,0,/d/u/dual_language_walletcard_1.jpg,,No,,,,,,,,"Use config","Use config","Wallet-sized card—Dual language",,,"Block after Info Column",,0.0500,0,"Offer for the free New Testament Recovery Version and books with information for ordering via our website. Printed in English on one side, Spanish on the other side. 3.5 x 2 inches.",/d/u/dual_language_walletcard_1.jpg,,"2012-03-05 00:00:00",0.0500,,1,2,/d/u/dual_language_walletcard_1.jpg,,"2012-03-06 01:12:20",wallet-sized-card-dual-language,wallet-sized-card-dual-language.html,1,0.0058,40197.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,1,1,0.0000,1,0,,,,,,,,,,,,,,77,/d/u/dual_language_walletcard_1.jpg,,1,0
W2228-130-100,,Default,bundle,"Materials in Spanish",base,,,,"2011-11-24 03:34:14",,,,,"Offer for the free New Testament Recovery Version and books with information for ordering via our website. Printed in English on one side, Spanish on the other side. 3.5 x 2 inches.
",0,,,1,/d/u/dual_language_card_1.jpg,,No,,,,,,,,,No,"Wallet-sized cards—Dual language (Pack of 100)",,,"Block after Info Column",,,1,"Offer for the free New Testament Recovery Version and books with information for ordering via our website. Printed in English on one side, Spanish on the other side. 3.5 x 2 inches.",/d/u/dual_language_card_1.jpg,,,,,1,,/d/u/dual_language_card_1.jpg,,"2012-08-30 00:09:06",wallet-sized-cards-dual-language-pack-of-100,wallet-sized-cards-dual-language-pack-of-100.html,4,,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,,,,,,,,,,,,,,77,/d/u/dual_language_card_english_1.jpg,,1,0
,,,,"Brochures and Tracts",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,/d/u/dual_language_card_1.jpg,,2,0
,,,,"All items",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,/d/u/dual_language_card_spanish_1.jpg,,3,0
1228-136,,Default,simple,,base,,,,"2011-11-24 03:38:17",,,,,"Offer for the free New Testament Recovery Version and books for active U.S. service members, their families, and veterans, with information for ordering via our military web page. 3.5 x 2 inches.",1,,,0,/m/i/militarywalletcard_1.jpg,Front,No,,,,,,,,"Use config","Use config","Wallet-sized card for Military—English",,,"Block after Info Column",,0.0500,0,"Offer for the free New Testament Recovery Version and books for active U.S. service members, their families, and veterans, with information for ordering via our military web page. 3.5 x 2 inches.",/m/i/militarywalletcard_1.jpg,Front,"2012-03-08 00:00:00",0.0500,,1,2,/m/i/militarywalletcard_1.jpg,Front,"2012-03-08 19:25:18",wallet-sized-cards-for-military-english,wallet-sized-cards-for-military-english.html,1,0.0058,47654.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,1,1,0.0000,1,0,,,,,,,,,,,,,,77,/m/i/militarywalletcard_1.jpg,Front,1,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,/m/i/militarywalletcard_2.jpg,Back,2,0
W1228-136-100,,Default,bundle,"Brochures and Tracts",base,,,,"2011-11-24 03:41:23",,,,,"Offer for the free New Testament Recovery Version and books for active U.S. service members, their families, and veterans, with information for ordering via our military web page. 3.5 x 2 inches.",0,,,1,/m/i/militarywalletcard_1_1.jpg,Front,No,,,,,,,,,No,"Wallet-sized cards for Military—English (Pack of 100)",,,"Block after Info Column",,,1,"Offer for the free New Testament Recovery Version and books for active U.S. service members, their families, and veterans, with information for ordering via our military web page. 3.5 x 2 inches.",/m/i/militarywalletcard_1_1.jpg,Front,,,,1,,/m/i/militarywalletcard_1_1.jpg,Front,"2012-03-08 19:25:45",wallet-sized-cards-for-military-english-pack-of-100,wallet-sized-cards-for-military-english-pack-of-100.html,4,,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,,,,,,,,,,,,,,77,/m/i/militarywalletcard_2_1.jpg,Back,2,0
,,,,"All items",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,/m/i/militarywalletcard_1_1.jpg,Front,1,0
W1346-148-100,,Default,bundle,"Brochures and Tracts",base,,,,"2011-11-25 02:33:21",,,,,"Offer for the free New Testament Recovery Version and books with information for ordering via our website. 3.5 x 5.5 inches.",1,,,1,/i/m/image7.jpg,,No,,,,,,,,"Use config",No,"Product offer cards—English (Pack of 100)",,,"Block after Info Column",,10.0000,1,"Offer for the free New Testament Recovery Version and books with information for ordering via our website. 3.5 x 5.5 inches.",/i/m/image7.jpg,,,,,1,0,/i/m/image7.jpg,,"2013-08-14 21:21:29",product-offer-cards-english-pack-of-100,product-offer-cards-english-pack-of-100.html,4,,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,,,,,,,,,,,,,,77,/i/m/image7.jpg,,1,0
,,,,"All items",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,/i/m/image8.jpg,,2,0
W2346-148-100,,Default,bundle,"Materials in Spanish",base,,,,"2011-11-25 02:36:21",,,,,"Oferta para el Nuevo Testamento Versión Recobro y libros, la cual incluye información para ordenar a través de nuestro sitio web. 3.5 x 5.5 pulgadas.",1,,,1,/i/m/image6.jpg,,No,,,,,,,,"Use config",No,"Product offer cards—Spanish (Pack of 100)",,,"Block after Info Column",,10.0000,1,"Oferta para el Nuevo Testamento Versión Recobro y libros, la cual incluye información para ordenar a través de nuestro sitio web. 3.5 x 5.5 pulgadas.",/i/m/image6.jpg,,,,,1,2,/i/m/image6.jpg,,"2011-11-28 07:12:14",product-offer-cards-spanish,product-offer-cards-spanish.html,4,,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,,,,,,,,,,,,,,77,/i/m/image5.jpg,,2,0
,,,,"Brochures and Tracts",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,/i/m/image6.jpg,,1,0
,,,,"All items",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1228-150,,Default,simple,,base,,,,"2012-02-24 01:23:05",,,,,"Especially for college campus use. Based on the world situation and mankind’s desire for meaning. Includes information for ordering a free New Testament Recovery Version and free Christian books from BfA. 3.5 x 4.5 inches, folded.",0,,,0,no_selection,,No,,,,,,,,"Use config","Use config","Tract “The Big Question” English",,,"Block after Info Column",,0.0500,0,"Especially for college campus use. Based on the world situation and mankind’s desire for meaning. Includes information for ordering a free New Testament Recovery Version and free Christian books from BfA. 3.5 x 4.5 inches, folded.",no_selection,,"2012-02-23 00:00:00",0.0500,,1,2,no_selection,,"2012-02-24 21:40:05",tract-the-big-question-english,tract-the-big-question-english.html,1,0.0034,4002.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,1,1,0.0000,1,0,,,,,,,,,,,,,,,,,,
,,,,,tracts_bfa_org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W1228-150-100,,Default,bundle,"Brochures and Tracts",base,,,,"2012-02-24 20:12:32",,,,,"Especially for college campus use. Based on the world situation and mankind’s desire for meaning. Includes information for ordering a free New Testament Recovery Version and free Christian books from BfA. 3.5 x 4.5 inches, folded.",0,,,1,/b/i/bigquestion-eng01_1_.jpg,,No,,,,,,,,,No,"Tract “The Big Question” English (Pack of 100)",,,"Block after Info Column",,,1,"Especially for college campus use. Based on the world situation and mankind’s desire for meaning. Includes information for ordering a free New Testament Recovery Version and free Christian books from BfA. 3.5 x 4.5 inches, folded.",/b/i/bigquestion-eng01_1_.jpg,,,,,1,,/b/i/bigquestion-eng01_1_.jpg,,"2012-03-14 17:31:31",tract-the-big-question-english-pack-of-100,tract-the-big-question-english-pack-of-100.html,4,0.3400,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,,,,,,,,,,,,,,77,/b/i/bigquestion-eng02_1_.jpg,,3,0
,,,,"College Campus Materials",tracts_bfa_org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,/b/i/bigquestion-eng03_1_.jpg,,2,0
,,,,"All items",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,/b/i/bigquestion-eng01_1_.jpg,,1,0
,,,,Tracts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1228-130,,Default,simple,,base,,,,"2012-07-25 20:17:23",,,,,"Briefly describes the Recovery Version features with information for ordering a Bible via our Internet Web site, by phone, or by mail. 3.5 x 2 inches.",1,,,0,no_selection,,No,,,,,,,,"Use config","Use config","Wallet-sized ""Special Offer"" Card  English ",,,"Block after Info Column",,0.0500,0,"Briefly describes the Recovery Version features with information for ordering a Bible via our Internet Web site, by phone, or by mail. 3.5 x 2 inches.",no_selection,,,0.0500,,1,2,no_selection,,"2013-04-25 04:55:49",wallet-sized-card-special-offer-english,wallet-sized-card-special-offer-english.html,1,0.0058,24839.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,1,1,0.0000,1,0,,,,,,,,,,,,,,,,,,
W1228-130-100,,Default,bundle,"All items",base,,,,"2012-07-25 20:27:42",,,,,"Briefly describes the Recovery Version features with information for ordering a Bible via our Internet Web site, by phone, or by mail. 3.5 x 2 inches.",1,,,1,/e/n/eng_walletcard_front.jpg,,No,,,,,,,,,No," Wallet-sized ""Special Offer"" Cards  English (Pack of 100)",,,"Block after Info Column",,,1,"Briefly describes the Recovery Version features with information for ordering a Bible via our Internet Web site, by phone, or by mail. 3.5 x 2 inches.",/e/n/eng_walletcard_front.jpg,,,,,1,,/e/n/eng_walletcard_front.jpg,,"2012-08-29 23:55:55",wallet-sized-special-offer-cards-english-pack-of-100,wallet-sized-special-offer-cards-english-pack-of-100.html,4,0.5800,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,,,,,,,,,,,,,,77,/e/n/eng_walletcard.jpg,,1,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,/e/n/eng_walletcard_front.jpg,,2,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,/e/n/eng_walletcard_back.jpg,,3,0
1228-131,,Default,simple,,base,,,,"2013-04-25 05:05:16",,,,,"Offer for the free new two-book set of The Normal Christian Life by Watchman Nee and The Economy of God by Witness Lee with information for ordering on our website. 3.5 x 2 inches.",1,,,0,no_selection,,No,,,,,,,,"Use config","Use config","Wallet-sized cards—New Two-Book Set",,,"Block after Info Column",,0.0500,0,"Offer for the free new two-book set of The Normal Christian Life by Watchman Nee and The Economy of God by Witness Lee with information for ordering on our website. 3.5 x 2 inches.",no_selection,,"2013-05-09 00:00:00",0.0500,,1,2,no_selection,,"2013-05-09 15:36:54",wallet-sized-card-two-book-set,wallet-sized-card-two-book-set.html,1,0.0058,37875.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,1,1,0.0000,1,0,,,,,,,,,,,,,,,,,,
,,,,,sts_gtca_us,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W1228-131-100,,Default,bundle,"All items",base,,,,"2013-04-25 05:18:53",,,,,"Offer for the free new two-book set of The Normal Christian Life by Watchman Nee and The Economy of God by Witness Lee with information for ordering on our website. 3.5 x 2 inches.",1,,,1,/b/o/book_launch_wallet-sized_cards_front.png,,No,,,,,,,,,No,"Wallet-sized cards—New Two-Book Set (Pack of 100)",,,"Block after Info Column",,,1,"Offer for the free new two-book set of The Normal Christian Life by Watchman Nee and The Economy of God by Witness Lee with information for ordering on our website. 3.5 x 2 inches.",/b/o/book_launch_wallet-sized_cards_back.png,,,,,1,,/b/o/book_launch_wallet-sized_cards_front.png,,"2013-05-09 15:39:37",wallet-sized-cards-two-book-set-pack-of-100,wallet-sized-cards-two-book-set-pack-of-100.html,4,0.5800,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,,,,,,,,,,,,,,77,/b/o/book_launch_wallet-sized_cards_front.png,,1,0
,,,,,sts_gtca_us,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,/b/o/book_launch_wallet-sized_cards_back.png,,2,0
3124-110,,Default,simple,"Materials in Korean",base,,,,"2013-08-09 23:20:51",,,,,"No description available.",1,,,0,/r/c/rcv-ko.jpg,,No,,,,,,,,"Use config","Use config","New Testament RcV Korean",,,"Block after Info Column",,0.0000,0,"No description available.",no_selection,,,,,1,2,no_selection,,"2013-08-09 23:21:59",new-testament-rcv-korean,new-testament-rcv-korean.html,1,0.9469,1000.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,,,,,,,,,,,,,,77,/r/c/rcv-ko.jpg,,1,0
,,,,,sts_gtca_us,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3346-148,,Default,simple,,base,,,,"2013-08-09 23:51:16",,,,,"<p> 제품소개서 </p>

<p> 무료 신약성경 회복역과 도서들을 웹사이트를 통해 주문할 수 있는 정보 제공. 
3.5 x 5.5 inches.
</p>
",1,,,0,/o/f/offer_card-books_ko.png,,No,,,,,,,,"Use config","Use config","Product offer card  Korean",,,"Block after Info Column",,0.0000,0,"<p> 제품소개서 </p>

<p> 무료 신약성경 회복역과 도서들을 웹사이트를 통해 주문할 수 있는 정보 제공. 
3.5 x 5.5 inches.
</p>
",no_selection,,,,,1,2,no_selection,,"2013-08-14 00:10:32",product-offer-card-korean,product-offer-card-korean.html,1,0.0016,800.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,,,,,,,,,,,,,,77,/o/f/offer_card-bible_ko.png,,1,0
,,,,,sts_gtca_us,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,/o/f/offer_card-books_ko.png,,2,0
W3346-148-100,,Default,bundle,"Brochures and Tracts",base,,,,"2013-08-10 00:22:02",,,,,"<p>제품소개서(100개 한팩)</p>
<p>무료 신약성경 회복역과 도서들을 웹사이트를 통해 주문할 수 있는 정보 제공.
3.5 x 5.5 inches.</p>
",1,,,1,/o/f/offer_card-books_ko_1.png,,No,,,,,,,,"Use config",No,"Product offer cards--Korean (Pack of 100)",,,"Block after Info Column",,10.0000,1,"<p>제품소개서(100개 한팩)</p>
<p>무료 신약성경 회복역과 도서들을 웹사이트를 통해 주문할 수 있는 정보 제공.
3.5 x 5.5 inches.</p>
",/o/f/offer_card-books_ko_1.png,,,,,1,0,/o/f/offer_card-books_ko_1.png,,"2013-08-14 00:06:45",product-offer-cards-korean-pack-of-100,product-offer-cards-korean-pack-of-100.html,4,,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,,,,,,,,,,,,,,77,/o/f/offer_card-books_ko_1.png,,1,0
,,,,"All items",sts_gtca_us,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,/o/f/offer_card-bible_ko_1.png,,2,0
,,,,"Materials in Korean",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3136-112,,Default,simple,"Direct Distribution & Tour",base,,,,"2013-08-13 00:37:05",,,,,"<p> 신약성경 회복역 사용안내서 (10개 한팩) </p>
<p> 형제 자매들이 회복역의 보화 안으로 들어 갈 수 있도록 도와주는 가치있는 소책자 입니다. 개인 성경 연구와 그룹 성경 연구, 또한 새신자들을 말씀의 진리 안으로 목양하는데 유용합니다. 모든 무료 성경은 성경책 케이스에 들에가도록 디자인된 이 소책자와 함께 제공됩니다. 내용: 회복역의 주요 특징들; 신약의 열 다섯가지 연구 주제들의 목록과 각 주제에 해당하는 말씀과 각주들; 주제별 목록을 사용하는 간단한 성경 연구 사례; ReadHisWord.com에 대한 정보; 각주와 함께 회복역을 이년동안 읽을 수 있는 일정표.  이 사이트의 홈 페이지로 이동, ""Watch the Demo""를 클릭하여 전체 안내서를 참조하십시오. 또한 영어와 스페인어 안내서도 주문 가능합니다. 
6.5 x 4.25 inches. 16 페이지. </p>
",1,,,0,/u/s/using_the_nt_rcv--korean_cover.jpg,,No,,,,,,,,"Use config","Use config","Using the NT RcV Guide--Korean",,,"Block after Info Column",,1.0000,0,"<p> 신약성경 회복역 사용안내서 (10개 한팩) </p>
<p> 형제 자매들이 회복역의 보화 안으로 들어 갈 수 있도록 도와주는 가치있는 소책자 입니다. 개인 성경 연구와 그룹 성경 연구, 또한 새신자들을 말씀의 진리 안으로 목양하는데 유용합니다. 모든 무료 성경은 성경책 케이스에 들에가도록 디자인된 이 소책자와 함께 제공됩니다. 내용: 회복역의 주요 특징들; 신약의 열 다섯가지 연구 주제들의 목록과 각 주제에 해당하는 말씀과 각주들; 주제별 목록을 사용하는 간단한 성경 연구 사례; ReadHisWord.com에 대한 정보; 각주와 함께 회복역을 이년동안 읽을 수 있는 일정표.  이 사이트의 홈 페이지로 이동, ""Watch the Demo""를 클릭하여 전체 안내서를 참조하십시오. 또한 영어와 스페인어 안내서도 주문 가능합니다. 
6.5 x 4.25 inches. 16 페이지. </p>
",/u/s/using_the_nt_rcv--korean_cover.jpg,,,,,1,2,/u/s/using_the_nt_rcv--korean_cover.jpg,,"2013-08-15 19:06:52",using-the-nt-rcv-guide-korean-1,using-the-nt-rcv-guide-korean-1.html,1,0.0625,20921.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,,,,,,,,,,,,,,77,/u/s/using_the_nt_rcv--korean_cover.jpg,,1,0
,,,,"Seminar Materials",sts_gtca_us,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3228-130,,Default,simple,"Direct Distribution & Tour",base,,,,"2013-08-13 23:41:48",,,,,"<p> 제품소개서(명함 사이즈 ) (100개 한팩) </p>
<p> 자세히 보기
무료 신약성경 회복역의 특징에 대한 간단한 설명과  웹사이트, 전화를 통해 주문할 수 있는 정보 제공.
3.5 x 2 inches.
재고있음 </p>
",1,,,0,/w/a/wallet-sized_special_offer_cards_korean.jpg,,No,,,,,,,,"Use config","Use config","Wallet-sized “Special Offer” Cards Korean",,,"Block after Info Column",,0.0500,0,"<p> 제품소개서(명함 사이즈 ) (100개 한팩) </p>
<p> 자세히 보기
무료 신약성경 회복역의 특징에 대한 간단한 설명과  웹사이트, 전화를 통해 주문할 수 있는 정보 제공.
3.5 x 2 inches.
재고있음 </p>
",/w/a/wallet-sized_special_offer_cards_korean.jpg,,,,,1,2,/w/a/wallet-sized_special_offer_cards_korean.jpg,,"2013-08-14 00:46:07",wallet-sized-special-offer-cards-korean,wallet-sized-special-offer-cards-korean.html,1,0.0058,40300.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,,,,,,,,,,,,,,77,/w/a/wallet-sized_special_offer_cards_korean.jpg,,1,0
,,,,,sts_gtca_us,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W3228-130-100,,Default,bundle,"Brochures and Tracts",base,,,,"2013-08-13 23:59:02",,,,,"<p> 제품소개서(명함 사이즈 ) (100개 한팩) </p>
<p> 자세히 보기
무료 신약성경 회복역의 특징에 대한 간단한 설명과  웹사이트, 전화를 통해 주문할 수 있는 정보 제공.
3.5 x 2 inches.
재고있음 </p>
",1,,,1,/w/a/wallet-sized_special_offer_cards_korean_1.jpg,,No,,,,,,,,,No,"Wallet-sized “Special Offer” Cards Korean (Pack of 100)",,,"Block after Info Column",,,1,"<p> 제품소개서(명함 사이즈 ) (100개 한팩) </p>
<p> 자세히 보기
무료 신약성경 회복역의 특징에 대한 간단한 설명과  웹사이트, 전화를 통해 주문할 수 있는 정보 제공.
3.5 x 2 inches.
재고있음 </p>
",/w/a/wallet-sized_special_offer_cards_korean_1.jpg,,,,,1,,/w/a/wallet-sized_special_offer_cards_korean_1.jpg,,"2013-08-15 21:06:38",wallet-sized-special-offer-cards-korean-pack-of-100,wallet-sized-special-offer-cards-korean-pack-of-100.html,4,0.5800,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,,,,,,,,,,,,,,77,/w/a/wallet-sized_special_offer_cards_korean_1.jpg,,1,0
,,,,"Direct Distribution & Tour",sts_gtca_us,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"All items",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Materials in Korean",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3228-138,,Default,simple,"Direct Distribution & Tour",base,,,,"2013-08-14 00:39:23",,,,,"<p> 여러분의 배에 예수님께서 타고 계십니까? (100개 한팩) </p>
<p> 요한복음 6:16-21의 내용. BfA로 부터 신약성경 회복역을 주문할 수 있는 정보를 포함합니다. 6 x 4 inches. </p>
",1,,,0,/t/r/tract_is_jesus_in_your_boat_korean.jpg,,No,,,,,,,,"Use config","Use config","Tract “Is Jesus in Your Boat?” Korean",,,"Block after Info Column",,0.0500,0,"<p> 여러분의 배에 예수님께서 타고 계십니까? (100개 한팩) </p>
<p> 요한복음 6:16-21의 내용. BfA로 부터 신약성경 회복역을 주문할 수 있는 정보를 포함합니다. 6 x 4 inches. </p>
",/t/r/tract_is_jesus_in_your_boat_korean.jpg,,,,,1,2,/t/r/tract_is_jesus_in_your_boat_korean.jpg,,"2013-08-15 17:18:21",tract-is-jesus-in-your-boat-korean,tract-is-jesus-in-your-boat-korean.html,1,0.0034,93196.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,1,1,0.0000,1,0,,,,,,,,,,,,,,77,/t/r/tract_is_jesus_in_your_boat_korean.jpg,,1,0
,,,,,tracts_bfa_org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
